index,Order ID,Cust ID,Gender,Age,Age-Group,Date,Month,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
13878,407-3658587-0413126,3658587,Women,32,Adult,8/5/2022,August,Delivered,Flipkart,PJNE2199-KR-N-4XL,kurta,4XL,1,INR,453,LUCKNOW,UTTAR PRADESH,226026,IN,FALSE
13879,404-6523049-3430703,6523049,Women,78,Senior,8/5/2022,August,Delivered,Meesho,SET357-KR-NP-M,Set,M,1,INR,771,New Delhi,Delhi,110065,IN,FALSE
13880,403-1068450-4891514,1068450,Women,39,Adult,8/5/2022,August,Delivered,Myntra,SET401-KR-NP-S,Set,S,1,INR,1186,CHANDRAPUR,MAHARASHTRA,442402,IN,FALSE
13881,406-8169495-6936311,8169495,Women,29,Teenager,8/5/2022,August,Delivered,Ajio,MEN5002-KR-L,kurta,L,1,INR,709,HYDERABAD,TELANGANA,500097,IN,FALSE
13882,402-1658114-9061942,1658114,Women,46,Adult,8/5/2022,August,Delivered,Flipkart,SAR010,Saree,Free,1,INR,833,NAVI MUMBAI,MAHARASHTRA,400705,IN,FALSE
13883,404-6051528-0321104,6051528,Women,40,Adult,8/5/2022,August,Delivered,Flipkart,JNE3562-KR-M,kurta,M,1,INR,472,"Thaiyur, Kelambakkam",TAMIL NADU,603103,IN,FALSE
13884,404-4368354-5755566,4368354,Women,34,Adult,8/5/2022,August,Delivered,Myntra,JNE3573-KR-S,kurta,S,1,INR,381,Udaipur,RAJASTHAN,313001,IN,FALSE
13885,404-4368354-5755566,4368354,Women,20,Teenager,8/5/2022,August,Delivered,Myntra,JNE3560-KR-XXL,kurta,XXL,1,INR,544,PUNE,MAHARASHTRA,411038,IN,FALSE
13886,406-6215044-3399524,6215044,Women,41,Adult,8/5/2022,August,Delivered,Flipkart,JNE3794-KR-XXXL,kurta,3XL,1,INR,517,PUNE,MAHARASHTRA,411004,IN,FALSE
13887,408-0398992-2545935,398992,Women,19,Teenager,8/5/2022,August,Delivered,Amazon,J0250-SKD-M,Set,M,1,INR,725,MEDINIPUR,WEST BENGAL,721101,IN,FALSE
13888,408-0398992-2545935,398992,Women,27,Teenager,8/5/2022,August,Delivered,Amazon,J0353-KR-S,kurta,S,1,INR,627,KANPUR,UTTAR PRADESH,208002,IN,FALSE
13889,407-2138427-4690718,2138427,Women,47,Adult,8/5/2022,August,Delivered,Ajio,SET110-KR-PP-S,Set,S,1,INR,729,Manantheri,KERALA,670643,IN,FALSE
13890,403-4971786-2171534,4971786,Men,18,Teenager,8/5/2022,August,Delivered,Myntra,SET374-KR-NP-L,Set,L,1,INR,597,SALEM,TAMIL NADU,636302,IN,FALSE
13891,406-8424362-4899559,8424362,Men,37,Adult,8/5/2022,August,Delivered,Myntra,J0285-SKD-XL,Set,XL,1,INR,1442,THRISSUR,KERALA,680569,IN,FALSE
13892,404-5910465-8880344,5910465,Women,34,Adult,8/5/2022,August,Refunded,Amazon,JNE3793-KR-XXXL,kurta,3XL,1,INR,368,BENGALURU,KARNATAKA,560029,IN,FALSE
13893,408-3691360-8106723,3691360,Men,44,Adult,8/5/2022,August,Delivered,Amazon,SET004-KR-SP-M,Set,M,1,INR,676,CHALAKUDY,KERALA,680689,IN,FALSE
13894,171-1366180-2583547,1366180,Men,40,Adult,8/5/2022,August,Delivered,Myntra,J0341-DR-L,Western Dress,L,1,INR,842,"Kanchikacherla, krishna district",ANDHRA PRADESH,521180,IN,FALSE
13895,402-2332454-4049969,2332454,Women,27,Teenager,8/5/2022,August,Delivered,Flipkart,JNE3810-KR-XXL,kurta,XXL,1,INR,696,BENGALURU,KARNATAKA,560067,IN,FALSE
13896,407-3283122-7381968,3283122,Men,18,Teenager,8/5/2022,August,Returned,Meesho,J0005-DR-XL,Western Dress,XL,1,INR,899,BENGALURU,KARNATAKA,560016,IN,FALSE
13897,406-5526461-1912333,5526461,Women,56,Adult,8/5/2022,August,Delivered,Amazon,SET331-KR-NP-XXXL,Set,3XL,1,INR,635,MUMBAI,MAHARASHTRA,400053,IN,FALSE
13898,403-5310131-2731552,5310131,Men,32,Adult,8/5/2022,August,Returned,Ajio,J0338-DR-XL,Western Dress,XL,1,INR,743,PUNE,MAHARASHTRA,411060,IN,FALSE
13899,406-5169947-2112355,5169947,Women,40,Adult,8/5/2022,August,Delivered,Flipkart,SAR022,Saree,Free,1,INR,449,GWALIOR,MADHYA PRADESH,474020,IN,FALSE
13900,408-9662245-2390741,9662245,Women,31,Adult,8/5/2022,August,Delivered,Amazon,JNE3661-TP-XXL,Top,XXL,1,INR,301,BENGALURU,KARNATAKA,560062,IN,FALSE
13901,404-0337756-1341902,337756,Women,75,Senior,8/5/2022,August,Cancelled,Others,JNE3487-KR-XL,kurta,XL,1,INR,345,SAMASTIPUR,BIHAR,848206,IN,FALSE
13902,407-0164937-8566713,164937,Women,44,Adult,8/5/2022,August,Delivered,Flipkart,JNE3543-KR-XS,kurta,XS,1,INR,368,PATNA,BIHAR,800013,IN,FALSE
13903,408-0127559-6429941,127559,Women,38,Adult,8/5/2022,August,Delivered,Amazon,JNE3837-KR-XXL,kurta,XXL,1,INR,533,NEW DELHI,DELHI,110047,IN,FALSE
13904,407-1446751-0239543,1446751,Men,25,Teenager,8/5/2022,August,Returned,Nalli,JNE3797-KR-XXL,Western Dress,XXL,1,INR,735,UJJAIN,MADHYA PRADESH,456001,IN,FALSE
13905,403-7123388-7810708,7123388,Women,18,Teenager,8/5/2022,August,Delivered,Ajio,JNE3323-KR-A-S,kurta,S,1,INR,264,Kottayam,KERALA,686001,IN,FALSE
13906,408-7503633-2813952,7503633,Men,46,Adult,8/5/2022,August,Returned,Others,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,NAJIBABAD,UTTAR PRADESH,246763,IN,FALSE
13907,403-5371658-2133941,5371658,Men,18,Teenager,8/5/2022,August,Delivered,Flipkart,J0335-DR-L,Western Dress,L,1,INR,940,BENGALURU,KARNATAKA,560002,IN,FALSE
13908,406-7253239-9343554,7253239,Men,56,Adult,8/5/2022,August,Delivered,Nalli,SET144-KR-NP-XXXL,Set,3XL,1,INR,788,NAGPUR,MAHARASHTRA,440027,IN,FALSE
13909,402-0251681-4146710,251681,Women,57,Adult,8/5/2022,August,Delivered,Amazon,JNE3373-KR-M,kurta,M,1,INR,376,PANDUAL,BIHAR,847234,IN,FALSE
13910,403-1573134-9762719,1573134,Men,28,Teenager,8/5/2022,August,Returned,Flipkart,JNE3797-KR-M,Western Dress,M,1,INR,771,PUNE,MAHARASHTRA,411033,IN,FALSE
13911,406-4667018-3030719,4667018,Women,35,Adult,8/5/2022,August,Delivered,Myntra,J0117-TP-XXXL,Top,3XL,1,INR,522,AHMEDABAD,GUJARAT,380015,IN,FALSE
13912,408-9757762-9687518,9757762,Women,49,Adult,8/5/2022,August,Delivered,Flipkart,SET360-KR-NP-XS,Set,XS,1,INR,1126,NEW DELHI,DELHI,110078,IN,FALSE
13913,405-6625007-3565100,6625007,Men,19,Teenager,8/5/2022,August,Delivered,Amazon,SET282-KR-PP-XL,Set,XL,1,INR,1033,MOHALI,PUNJAB,160055,IN,FALSE
13914,171-1734759-4931500,1734759,Men,70,Senior,8/5/2022,August,Delivered,Myntra,SET319-KR-NP-S,Set,S,1,INR,825,GHIRAUR,UTTAR PRADESH,205121,IN,FALSE
13915,403-2453103-5093937,2453103,Women,24,Teenager,8/5/2022,August,Delivered,Myntra,JNE3399-KR-M,kurta,M,1,INR,426,ERNAKULAM,KERALA,682020,IN,FALSE
13916,171-5607063-2472346,5607063,Women,72,Senior,8/5/2022,August,Delivered,Amazon,JNE3686-TU-XL,Top,XL,1,INR,432,KARJAT RAIGARH DISTRICT,MAHARASHTRA,410201,IN,FALSE
13917,403-9419523-7846700,9419523,Women,44,Adult,8/5/2022,August,Delivered,Flipkart,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,728,Miraj,MAHARASHTRA,416410,IN,FALSE
13918,171-5783674-9419522,5783674,Women,45,Adult,8/5/2022,August,Delivered,Others,J0230-SKD-XL,Set,XL,1,INR,969,ANJUNA,GOA,403509,IN,FALSE
13919,402-3589690-7045909,3589690,Women,37,Adult,8/5/2022,August,Delivered,Flipkart,J0197-TP-XL,Top,XL,1,INR,625,UDAIPUR,RAJASTHAN,313001,IN,FALSE
13920,405-4483004-7911509,4483004,Women,44,Adult,8/5/2022,August,Delivered,Nalli,JNE3752-KR-L,kurta,L,1,INR,345,UDAIPUR,RAJASTHAN,313001,IN,FALSE
13921,408-7712012-9682721,7712012,Women,24,Teenager,8/5/2022,August,Cancelled,Myntra,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,KALABURGI,KARNATAKA,585103,IN,FALSE
13922,404-4467688-6760339,4467688,Women,27,Teenager,8/5/2022,August,Delivered,Myntra,JNE3671-TU-M,Top,M,1,INR,625,BENGALURU,KARNATAKA,560049,IN,FALSE
13923,402-6563959-5016307,6563959,Men,44,Adult,8/5/2022,August,Delivered,Amazon,SET144-KR-NP-XS,Set,XS,1,INR,765,PATNA,BIHAR,800020,IN,FALSE
13924,403-0424562-2557134,424562,Women,23,Teenager,8/5/2022,August,Delivered,Myntra,SET342-KR-NP-N-L,Set,L,1,INR,916,CHENNAI,TAMIL NADU,600084,IN,FALSE
13925,406-2870954-1008339,2870954,Men,65,Senior,8/5/2022,August,Delivered,Amazon,JNE3870-DR-M,Western Dress,M,1,INR,721,HYDERABAD,TELANGANA,500090,IN,FALSE
13926,404-9712198-7505916,9712198,Women,25,Teenager,8/5/2022,August,Delivered,Flipkart,JNE3466-KR-XL,kurta,XL,1,INR,771,DHONE,ANDHRA PRADESH,518222,IN,FALSE
13927,406-2264668-4079509,2264668,Women,32,Adult,8/5/2022,August,Delivered,Flipkart,J0385-KR-XXXL,kurta,3XL,1,INR,835,NOIDA,UTTAR PRADESH,201304,IN,FALSE
13928,407-2162761-5327568,2162761,Women,23,Teenager,8/5/2022,August,Delivered,Ajio,J0023-TP-XXL,Top,XXL,1,INR,399,NEW DELHI,DELHI,110019,IN,FALSE
13929,407-9074827-9977166,9074827,Men,21,Teenager,8/5/2022,August,Delivered,Amazon,SET280-KR-PP-XXL,Set,XXL,1,INR,775,BENGALURU,KARNATAKA,560035,IN,FALSE
13930,171-8387431-4947535,8387431,Women,27,Teenager,8/5/2022,August,Delivered,Meesho,JNE3465-KR-M,kurta,M,1,INR,469,HYDERABAD,TELANGANA,500030,IN,FALSE
13931,171-8387431-4947535,8387431,Women,43,Adult,8/5/2022,August,Returned,Meesho,JNE3721-KR-XS,kurta,XS,1,INR,292,OLD GOA,GOA,403107,IN,FALSE
13932,171-2583804-6615524,2583804,Men,49,Adult,8/5/2022,August,Returned,Amazon,JNE3797-KR-A-S,Western Dress,S,1,INR,725,Bangalore,KARNATAKA,560083,IN,FALSE
13933,171-2583804-6615524,2583804,Women,30,Adult,8/5/2022,August,Delivered,Flipkart,JNE3440-KR-N-L,kurta,L,1,INR,399,DIBRUGARH,ASSAM,786001,IN,FALSE
13934,404-2648084-3355560,2648084,Men,48,Adult,8/5/2022,August,Delivered,Flipkart,SET247-KR-SHA-L,Set,L,1,INR,680,MANGALURU,KARNATAKA,575006,IN,FALSE
13935,403-7758018-1617106,7758018,Women,59,Adult,8/5/2022,August,Delivered,Meesho,SET268-KR-NP-XL,Set,XL,1,INR,788,Imphal east,MANIPUR,795010,IN,FALSE
13936,407-4049206-3273125,4049206,Men,46,Adult,8/5/2022,August,Returned,Flipkart,J0343-DR-XL,Western Dress,XL,1,INR,842,UDAIPUR,RAJASTHAN,313001,IN,FALSE
13937,408-9085608-2184332,9085608,Men,26,Teenager,8/5/2022,August,Returned,Amazon,JNE3797-KR-M,Western Dress,M,1,INR,724,SECUNDERABAD,TELANGANA,500025,IN,FALSE
13938,407-1377195-0946756,1377195,Women,73,Senior,8/5/2022,August,Delivered,Myntra,JNE3748-KR-L,kurta,L,1,INR,431,MUMBAI,MAHARASHTRA,400002,IN,FALSE
13939,404-6255277-3937902,6255277,Men,59,Adult,8/5/2022,August,Delivered,Amazon,J0415-DR-XXXL,Western Dress,3XL,1,INR,899,BATLAGUNDU,TAMIL NADU,624202,IN,FALSE
13940,404-8001739-6336354,8001739,Women,45,Adult,8/5/2022,August,Delivered,Flipkart,NW034-TP-PJ-XXXL,Set,3XL,1,INR,613,MILAK,UTTAR PRADESH,244701,IN,FALSE
13941,403-1366394-8695556,1366394,Women,67,Senior,8/5/2022,August,Delivered,Flipkart,SET408-KR-NP-XXL,Set,XXL,1,INR,599,chennai,TAMIL NADU,600072,IN,FALSE
13942,402-4632602-4666712,4632602,Women,18,Teenager,8/5/2022,August,Delivered,Nalli,JNE3878-KR-L,kurta,L,1,INR,399,BHIWANDI,MAHARASHTRA,421302,IN,FALSE
13943,171-9108913-4129952,9108913,Men,41,Adult,8/5/2022,August,Delivered,Flipkart,SET410-KR-NP-L,Set,L,1,INR,534,BENGALURU,KARNATAKA,560048,IN,FALSE
13944,406-5737374-6841948,5737374,Men,39,Adult,8/5/2022,August,Delivered,Amazon,JNE3869-DR-S,Western Dress,S,1,INR,721,MUMBAI,MAHARASHTRA,400064,IN,FALSE
13945,403-7416379-7677905,7416379,Women,33,Adult,8/5/2022,August,Delivered,Myntra,JNE2171-KR-437-S,kurta,S,1,INR,518,Chennai,TAMIL NADU,600095,IN,FALSE
13946,405-2612953-8330757,2612953,Women,25,Teenager,8/5/2022,August,Returned,Flipkart,JNE3777-KR-M,kurta,M,1,INR,324,DHAULPUR,RAJASTHAN,328001,IN,FALSE
13947,408-3695407-2992302,3695407,Men,28,Teenager,8/5/2022,August,Delivered,Myntra,SET143-KR-PP-S,Set,S,1,INR,517,CHENNAI,TAMIL NADU,600128,IN,FALSE
13948,402-8005439-9195550,8005439,Women,60,Adult,8/5/2022,August,Delivered,Amazon,JNE3878-KR-M,kurta,M,1,INR,399,COIMBATORE,TAMIL NADU,641005,IN,FALSE
13949,408-0259618-0791554,259618,Women,51,Adult,8/5/2022,August,Delivered,Amazon,J0009-SKD-XS,Set,XS,1,INR,828,COIMBATORE,TAMIL NADU,641029,IN,FALSE
13950,406-1689157-5524329,1689157,Women,40,Adult,8/5/2022,August,Delivered,Amazon,SET172-KR-PP-B-M,Set,M,1,INR,1112,MEERUT,UTTAR PRADESH,250002,IN,FALSE
13951,406-1023174-4693925,1023174,Women,21,Teenager,8/5/2022,August,Delivered,Flipkart,SET333-KR-DPT-M,Set,M,1,INR,967,COIMBATORE,TAMIL NADU,641103,IN,FALSE
13952,171-2730507-4817917,2730507,Women,21,Teenager,8/5/2022,August,Delivered,Others,SET400-KR-NP-L,Set,L,1,INR,1068,THRISSUR,KERALA,680026,IN,FALSE
13953,407-9314834-0673960,9314834,Men,42,Adult,8/5/2022,August,Delivered,Amazon,SET397-KR-NP-XXL,Set,XXL,1,INR,979,NEW DELHI,DELHI,110017,IN,FALSE
13954,171-6524025-8741914,6524025,Men,42,Adult,8/5/2022,August,Delivered,Amazon,SET392-KR-NP-M,Set,M,1,INR,799,Pulpally,KERALA,673579,IN,FALSE
13955,403-9665073-1933122,9665073,Women,29,Teenager,8/5/2022,August,Delivered,Myntra,JNE3864-TU-XL,Top,XL,1,INR,599,PUNE,MAHARASHTRA,411047,IN,FALSE
13956,406-6416922-3963508,6416922,Men,75,Senior,8/5/2022,August,Delivered,Flipkart,J0236-SKD-XXL,Set,XXL,1,INR,921,BENGALURU,KARNATAKA,560023,IN,FALSE
13957,405-7755706-5333121,7755706,Women,24,Teenager,8/5/2022,August,Delivered,Flipkart,NW020-ST-SR-XS,Set,XS,1,INR,525,MUMBAI,MAHARASHTRA,400061,IN,FALSE
13958,405-9413190-9786733,9413190,Men,20,Teenager,8/5/2022,August,Delivered,Myntra,J0338-DR-XXXL,Western Dress,3XL,1,INR,899,MANGALURU,KARNATAKA,575007,IN,FALSE
13959,402-4296402-5130710,4296402,Men,35,Adult,8/5/2022,August,Returned,Amazon,JNE3797-KR-M,Western Dress,M,1,INR,771,LUCKNOW,UTTAR PRADESH,226023,IN,FALSE
13960,408-3575924-6059531,3575924,Women,48,Adult,8/5/2022,August,Delivered,Ajio,MEN5007-KR-S,kurta,S,1,INR,625,BENGALURU,KARNATAKA,560035,IN,FALSE
13961,408-1751950-3451562,1751950,Women,43,Adult,8/5/2022,August,Delivered,Meesho,J0340-TP-XS,Top,XS,1,INR,563,MUMBAI,MAHARASHTRA,400004,IN,FALSE
13962,408-4892771-0825915,4892771,Women,45,Adult,8/5/2022,August,Delivered,Flipkart,MEN5002-KR-M,kurta,M,1,INR,709,BENGALURU,KARNATAKA,560032,IN,FALSE
13963,404-0955853-2193104,955853,Women,45,Adult,8/5/2022,August,Delivered,Amazon,SET110-KR-PP-S,Set,S,1,INR,729,COIMBATORE,TAMIL NADU,641049,IN,FALSE
13964,402-7655577-8006752,7655577,Men,24,Teenager,8/5/2022,August,Delivered,Flipkart,SET329-KR-NP-L,Set,L,1,INR,657,NOIDA,UTTAR PRADESH,201301,IN,FALSE
13965,407-5961285-0245922,5961285,Women,51,Adult,8/5/2022,August,Delivered,Myntra,J0003-SET-L,Set,L,1,INR,688,VARANASI,UTTAR PRADESH,221108,IN,FALSE
13966,403-2071971-6273115,2071971,Men,48,Adult,8/5/2022,August,Delivered,Ajio,SET353-KR-NP-M,Set,M,1,INR,888,Hyderabad,TELANGANA,500004,IN,FALSE
13967,403-9096578-0251546,9096578,Men,46,Adult,8/5/2022,August,Delivered,Amazon,JNE3797-KR-M,Western Dress,M,1,INR,715,New Town,WEST BENGAL,700159,IN,FALSE
13968,408-9250951-5942725,9250951,Men,45,Adult,8/5/2022,August,Delivered,Amazon,J0284-SKD-S,Set,S,1,INR,1237,BENGALURU,KARNATAKA,560037,IN,FALSE
13969,406-7125067-9935502,7125067,Women,40,Adult,8/5/2022,August,Delivered,Flipkart,PJNE2100-KR-N-5XL,kurta,5XL,1,INR,452,PALLIPPURAM THIRUVANANTHAPURAM DISTRICT,KERALA,695585,IN,FALSE
13970,407-8438218-8183509,8438218,Women,46,Adult,8/5/2022,August,Delivered,Myntra,JNE3732-KR-XXL,kurta,XXL,1,INR,431,ALLAHABAD,UTTAR PRADESH,211003,IN,FALSE
13971,402-9337865-7528366,9337865,Women,19,Teenager,8/5/2022,August,Delivered,Amazon,MEN5027-KR-XXL,kurta,XXL,1,INR,475,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
13972,405-4044674-7977946,4044674,Women,24,Teenager,8/5/2022,August,Delivered,Meesho,JNE3384-KR-M,kurta,M,1,INR,292,RAMANATHAPURAM,TAMIL NADU,623501,IN,FALSE
13973,405-4044674-7977946,4044674,Women,20,Teenager,8/5/2022,August,Delivered,Ajio,JNE3399-KR-XXXL,kurta,3XL,1,INR,435,HYDERABAD,TELANGANA,500004,IN,FALSE
13974,408-2003235-6037132,2003235,Men,33,Adult,8/5/2022,August,Delivered,Myntra,J0399-DR-L,Western Dress,L,1,INR,791,ADALAJ,GUJARAT,382421,IN,FALSE
13975,408-5294023-9333927,5294023,Women,21,Teenager,8/5/2022,August,Delivered,Amazon,MEN5010-KR-XXXL,kurta,3XL,1,INR,472,HYDERABAD,TELANGANA,500049,IN,FALSE
13976,403-5285812-5853144,5285812,Women,25,Teenager,8/5/2022,August,Delivered,Flipkart,SET349-KR-NP-XS,Set,XS,1,INR,1152,THOUBAL,MANIPUR,795138,IN,FALSE
13977,407-9718654-3261163,9718654,Men,41,Adult,8/5/2022,August,Delivered,Flipkart,J0382-SKD-L,Set,L,1,INR,1173,NEW DELHI,DELHI,110070,IN,FALSE
13978,407-9669697-2588329,9669697,Men,27,Teenager,8/5/2022,August,Delivered,Amazon,SET333-KR-DPT-M,Set,M,1,INR,909,CHENNAI,TAMIL NADU,600086,IN,FALSE
13979,407-1484936-9105906,1484936,Women,46,Adult,8/5/2022,August,Delivered,Myntra,SET377-KR-NP-S,Set,S,1,INR,1036,BENGALURU,KARNATAKA,560084,IN,FALSE
13980,406-7896438-9384306,7896438,Women,18,Teenager,8/5/2022,August,Delivered,Myntra,J0197-TP-M,Top,M,1,INR,588,GUWAHATI,ASSAM,781005,IN,FALSE
13981,402-8720483-1538751,8720483,Men,48,Adult,8/5/2022,August,Cancelled,Amazon,SET291-KR-PP-L,Set,L,1,INR,563,DHULE,MAHARASHTRA,424005,IN,FALSE
13982,407-2183965-1000300,2183965,Women,48,Adult,8/5/2022,August,Delivered,Flipkart,SET329-KR-NP-L,Set,L,1,INR,666,JHANSI,UTTAR PRADESH,284003,IN,FALSE
13983,406-6590992-3202751,6590992,Women,29,Teenager,8/5/2022,August,Delivered,Myntra,JNE3727-KR-L,kurta,L,1,INR,549,MANAKONDUR,TELANGANA,505469,IN,FALSE
13984,405-0382448-4850740,382448,Women,37,Adult,8/5/2022,August,Delivered,Myntra,J0376-SKD-S,Set,S,1,INR,999,KANPUR,UTTAR PRADESH,208011,IN,FALSE
13985,407-1517876-6147551,1517876,Men,44,Adult,8/5/2022,August,Delivered,Nalli,SET281-KR-PP-XL,Set,XL,1,INR,499,BARASAT,WEST BENGAL,700127,IN,FALSE
13986,171-8777080-1696339,8777080,Women,40,Adult,8/5/2022,August,Delivered,Amazon,SET268-KR-NP-L,Set,L,1,INR,698,Bilaspur,CHHATTISGARH,495006,IN,FALSE
13987,171-8777080-1696339,8777080,Women,18,Teenager,8/5/2022,August,Delivered,Others,JNE3291-KR-XXXL,kurta,3XL,1,INR,499,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
13988,171-2802534-9962701,2802534,Men,46,Adult,8/5/2022,August,Delivered,Myntra,J0341-DR-XS,Western Dress,XS,1,INR,842,MANGALURU,KARNATAKA,575001,IN,FALSE
13989,402-0173556-1133913,173556,Women,27,Teenager,8/5/2022,August,Delivered,Flipkart,J0132-KR-XXXL,kurta,3XL,1,INR,362,SAGAR,MADHYA PRADESH,470001,IN,FALSE
13990,407-2663638-6779518,2663638,Men,20,Teenager,8/5/2022,August,Returned,Flipkart,SET402-KR-NP-XXXL,Set,3XL,1,INR,1149,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE
13991,404-0454119-7830713,454119,Women,56,Adult,8/5/2022,August,Delivered,Others,JNE3405-KR-XL,kurta,XL,1,INR,399,HYDERABAD,TELANGANA,500034,IN,FALSE
13992,404-4363469-3034769,4363469,Women,27,Teenager,8/5/2022,August,Delivered,Amazon,JNE3645-TP-N-XS,Top,XS,1,INR,432,Ateli,HARYANA,123021,IN,FALSE
13993,405-7085471-2086756,7085471,Men,71,Senior,8/5/2022,August,Delivered,Amazon,J0140-SET-L,Set,L,1,INR,591,Pilani town,RAJASTHAN,333031,IN,FALSE
13994,171-3928508-6717137,3928508,Men,26,Teenager,8/5/2022,August,Delivered,Nalli,SET269-KR-NP-XL,Set,XL,1,INR,824,salem,TAMIL NADU,636003,IN,FALSE
13995,171-8219382-0881924,8219382,Women,24,Teenager,8/5/2022,August,Delivered,Flipkart,JNE3613-KR-L,kurta,L,1,INR,405,MUMBAI,MAHARASHTRA,400065,IN,FALSE
13996,407-4429209-7429145,4429209,Men,72,Senior,8/5/2022,August,Delivered,Amazon,J0199-SET-XS,Set,XS,1,INR,476,Vadodara,GUJARAT,390018,IN,FALSE
13997,171-0645883-6954727,645883,Women,51,Adult,8/5/2022,August,Delivered,Meesho,MEN5027-KR-L,kurta,L,1,INR,625,NEW DELHI,DELHI,110052,IN,FALSE
13998,405-3239790-7615567,3239790,Men,40,Adult,8/5/2022,August,Delivered,Meesho,J0095-SET-L,Set,L,1,INR,633,Haldwani,UTTARAKHAND,263139,IN,FALSE
13999,406-6810582-3717110,6810582,Women,35,Adult,8/5/2022,August,Delivered,Amazon,SET280-KR-PP-XS,Set,XS,1,INR,790,GHAZIABAD,UTTAR PRADESH,201005,IN,FALSE
14000,407-4757914-1847508,4757914,Women,63,Senior,8/5/2022,August,Delivered,Myntra,SET374-KR-NP-XL,Set,XL,1,INR,666,VIZIANAGARAM,ANDHRA PRADESH,535002,IN,FALSE
14001,403-2599996-2047536,2599996,Women,31,Adult,8/5/2022,August,Delivered,Myntra,MEN5025-KR-XXL,kurta,XXL,1,INR,533,PURULIYA,WEST BENGAL,723102,IN,FALSE
14002,403-2242791-4983529,2242791,Women,28,Teenager,8/5/2022,August,Delivered,Flipkart,JNE3567-KR-L,kurta,L,1,INR,399,Pune,MAHARASHTRA,411035,IN,FALSE
14003,408-0919245-6297142,919245,Men,34,Adult,8/5/2022,August,Delivered,Flipkart,JNE3710-DR-XXXL,Western Dress,3XL,1,INR,699,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
14004,171-6372637-2526758,6372637,Women,47,Adult,8/5/2022,August,Delivered,Meesho,JNE3674-TU-L,Top,L,1,INR,574,MUMBAI,MAHARASHTRA,400033,IN,FALSE
14005,405-6495448-6510753,6495448,Women,72,Senior,8/5/2022,August,Delivered,Myntra,JNE3878-KR-L,kurta,L,1,INR,399,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603202,IN,FALSE
14006,402-4242041-6913909,4242041,Women,67,Senior,8/5/2022,August,Delivered,Myntra,SET268-KR-NP-S,Set,S,1,INR,698,MADHURAWADA,ANDHRA PRADESH,530048,IN,FALSE
14007,402-0345525-1913930,345525,Women,36,Adult,8/5/2022,August,Delivered,Amazon,JNE3364-KR-1051-A-L,kurta,L,1,INR,376,BENGALURU,KARNATAKA,560103,IN,FALSE
14008,405-8584979-9622752,8584979,Men,33,Adult,8/5/2022,August,Delivered,Flipkart,J0416-DR-XXL,Western Dress,XXL,1,INR,825,NEW DELHI,DELHI,110092,IN,FALSE
14009,403-5352114-8440357,5352114,Men,46,Adult,8/5/2022,August,Delivered,Nalli,JNE3905-DR-XL,Western Dress,XL,1,INR,869,HYDERABAD,TELANGANA,500018,IN,FALSE
14010,406-5769660-6929921,5769660,Women,27,Teenager,8/5/2022,August,Delivered,Meesho,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,Rupnarayanpur,WEST BENGAL,713364,IN,FALSE
14011,406-4407792-6642757,4407792,Men,38,Adult,8/5/2022,August,Delivered,Myntra,J0230-SKD-M,Set,M,1,INR,999,Mumbai,MAHARASHTRA,400024,IN,FALSE
14012,405-8332251-9555520,8332251,Men,39,Adult,8/5/2022,August,Delivered,Amazon,SET280-KR-PP-XS,Set,XS,1,INR,790,SAHIBGANJ,JHARKHAND,816101,IN,FALSE
14013,406-3699808-7309968,3699808,Women,51,Adult,8/5/2022,August,Delivered,Amazon,SET366-KR-NP-L,Set,L,1,INR,1438,MUMBAI,MAHARASHTRA,400071,IN,FALSE
14014,406-0446911-9549108,446911,Women,24,Teenager,8/5/2022,August,Delivered,Amazon,JNE3405-KR-XXL,kurta,XXL,1,INR,399,CHITTOOR,ANDHRA PRADESH,517587,IN,FALSE
14015,404-2313214-7045152,2313214,Men,22,Teenager,8/5/2022,August,Delivered,Flipkart,J0058-DR-XS,Ethnic Dress,XS,1,INR,473,chennai,TAMIL NADU,600100,IN,FALSE
14016,402-0355728-2259541,355728,Women,18,Teenager,8/5/2022,August,Delivered,Amazon,JNE3784-KR-XS,kurta,XS,1,INR,481,THANE,MAHARASHTRA,400608,IN,FALSE
14017,404-5201530-5096355,5201530,Women,21,Teenager,8/5/2022,August,Delivered,Myntra,SET360-KR-NP-XXL,Set,XXL,1,INR,1138,Mumbai,MAHARASHTRA,400058,IN,FALSE
14018,408-0313960-5846740,313960,Women,48,Adult,8/5/2022,August,Delivered,Flipkart,SAR016,Saree,Free,1,INR,545,THANE,MAHARASHTRA,401107,IN,FALSE
